Center,Throttle,Steering,Brake,Gear
100002982.0,0.5,-0.031864,0.0,1.0
100002983.0,0.5,-0.026891,0.0,1.0
100002984.0,0.5,-0.023462,0.0,1.0
100002985.0,0.5,-0.033731,0.0,1.0
100002986.0,0.5,-0.027607,0.0,1.0
100002988.0,0.5,-0.027607,0.0,1.0
100002989.0,1.0,-0.024201,0.0,1.0
100002990.0,1.0,-0.020524,0.0,1.0
100002991.0,1.0,-0.033889,0.0,1.0
100002992.0,0.5,-0.026078,0.0,1.0
100002994.0,0.5,-0.021391,0.0,1.0
100002995.0,0.5,-0.021391,0.0,1.0
100002996.0,0.5,-0.034034,0.0,1.0
100002997.0,0.5,-0.029597,0.0,1.0
100002998.0,0.5,-0.025239,0.0,1.0
100002999.0,0.5,-0.022093,0.0,1.0
100003000.0,0.5,-0.03388,0.0,1.0
100003001.0,0.5,-0.029541,0.0,1.0
100003002.0,0.5,-0.024335,0.0,1.0
100003003.0,0.5,-0.019938,0.0,1.0
100003004.0,0.5,-0.032995,0.0,1.0
100003005.0,0.5,-0.030666,0.0,1.0
100003006.0,0.5,-0.027534,0.0,1.0
100003007.0,0.5,-0.022952,0.0,1.0
100003008.0,0.5,-0.030566,0.0,1.0
100003009.0,0.5,-0.030566,0.0,1.0
100003010.0,1.0,-0.026631,0.0,1.0
100003011.0,0.5,-0.023329,0.0,1.0
100003012.0,1.0,-0.020604,0.0,1.0
100003013.0,0.5,-0.030947,0.0,1.0
100003014.0,0.5,-0.030947,0.0,1.0
100003015.0,0.5,-0.030947,0.0,1.0
100003016.0,0.5,-0.023182,0.0,1.0
100003017.0,0.5,-0.03238,0.0,1.0
100003018.0,0.5,-0.028214,0.0,1.0
100003019.0,0.5,-0.028214,0.0,1.0
100003020.0,0.5,-0.020288,0.0,1.0
100003021.0,0.5,-0.03347,0.0,1.0
100003022.0,0.5,-0.02766,0.0,1.0
100003024.0,0.5,-0.024268,0.0,1.0
100003027.0,1.0,-0.027579,0.0,1.0
100003027.0,1.0,-0.027579,0.0,1.0
100003028.0,0.5,-0.024351,0.0,1.0
100003029.0,0.5,-0.021031,0.0,1.0
100003031.0,0.5,-0.033529,0.0,1.0
100003032.0,0.5,-0.029139,0.0,1.0
100003034.0,0.5,-0.023815,0.0,1.0
100003035.0,0.5,-0.032967,0.0,1.0
100003036.0,0.5,-0.030662,0.0,1.0
100003037.0,0.5,-0.027803,0.0,1.0
100003038.0,0.5,-0.027803,0.0,1.0
100003039.0,0.5,-0.023952,0.0,1.0
100003040.0,0.5,-0.023952,0.0,1.0
100003041.0,0.5,-0.023952,0.0,1.0
100003042.0,0.5,-0.034607,0.0,1.0
100003043.0,0.5,-0.033768,0.0,1.0
100003044.0,0.5,-0.027939,0.0,1.0
100003045.0,0.5,-0.023265,0.0,1.0
100003046.0,0.5,-0.023265,0.0,1.0
100003047.0,0.5,-0.020494,0.0,1.0
100003048.0,0.5,-0.034281,0.0,1.0
100003049.0,1.0,-0.026221,0.0,1.0
100003050.0,1.0,-0.020258,0.0,1.0
100003051.0,0.5,-0.043223,0.0,1.0
100003052.0,0.5,-0.039284,0.0,1.0
100003054.0,0.5,-0.031029,0.0,1.0
100003055.0,0.5,-0.055727,0.0,1.0
100003058.0,0.5,-0.055727,0.0,1.0
100003059.0,0.5,-0.042556,0.0,1.0
100003060.0,0.5,-0.037173,0.0,1.0
100003061.0,0.5,-0.064018,0.0,1.0
100003064.0,0.5,-0.05323,0.0,1.0
100003062.0,0.5,-0.05323,0.0,1.0
100003065.0,0.5,-0.07032,0.0,1.0
100003066.0,0.5,-0.07032,0.0,1.0
100003067.0,0.5,-0.061398,0.0,1.0
100003068.0,0.5,-0.053938,0.0,1.0
100003069.0,0.5,-0.070996,0.0,1.0
100003070.0,0.5,-0.058274,0.0,1.0
100003072.0,0.5,-0.050173,0.0,1.0
100003073.0,0.5,-0.050173,0.0,1.0
100003074.0,0.5,-0.073815,0.0,1.0
100003075.0,0.5,-0.060428,0.0,1.0
100003078.0,1.0,-0.053992,0.0,1.0
100003079.0,1.0,-0.045184,0.0,1.0
100003081.0,0.5,-0.068777,0.0,1.0
100003082.0,0.5,-0.057487,0.0,1.0
100003085.0,0.5,-0.074455,0.0,1.0
100003086.0,0.5,-0.057013,0.0,1.0
100003087.0,0.5,-0.057013,0.0,1.0
100003088.0,0.5,-0.047208,0.0,1.0
100003090.0,0.5,-0.072468,0.0,1.0
100003092.0,0.5,-0.065732,0.0,1.0
100003093.0,0.5,-0.057148,0.0,1.0
100003094.0,0.5,-0.047531,0.0,1.0
100003095.0,0.5,-0.07567,0.0,1.0
100003096.0,0.5,-0.071512,0.0,1.0
100003097.0,0.5,-0.063311,0.0,1.0
100003099.0,0.5,-0.040816,0.0,1.0
100003100.0,0.5,-0.074558,0.0,1.0
100003101.0,1.0,-0.066432,0.0,1.0
100003102.0,1.0,-0.055985,0.0,1.0
100003103.0,1.0,-0.055985,0.0,1.0
100003104.0,0.5,-0.076882,0.0,1.0
100003105.0,0.5,-0.076882,0.0,1.0
100003106.0,0.5,-0.05479,0.0,1.0
100003107.0,0.5,-0.046835,0.0,1.0
100003108.0,0.5,-0.040231,0.0,1.0
100003109.0,0.5,-0.068537,0.0,1.0
100003111.0,0.5,-0.060664,0.0,1.0
100003112.0,0.5,-0.050426,0.0,1.0
100003113.0,0.5,-0.050426,0.0,1.0
100003114.0,0.5,-0.076785,0.0,1.0
100003115.0,0.5,-0.067109,0.0,1.0
100003116.0,0.5,-0.057059,0.0,1.0
100003117.0,0.5,-0.047109,0.0,1.0
100003119.0,0.5,-0.040426,0.0,1.0
100003118.0,0.5,-0.073689,0.0,1.0
100003120.0,0.5,-0.06823,0.0,1.0
100003121.0,0.5,-0.057785,0.0,1.0
100003122.0,0.5,-0.079299,0.0,1.0
100003123.0,0.5,-0.079299,0.0,1.0
100003124.0,0.5,-0.073129,0.0,1.0
100003125.0,1.0,-0.061818,0.0,1.0
100003126.0,1.0,-0.051633,0.0,1.0
100003127.0,1.0,-0.042927,0.0,1.0
100003128.0,0.5,-0.074244,0.0,1.0
100003129.0,0.5,-0.067209,0.0,1.0
100003130.0,0.5,-0.049751,0.0,1.0
100003131.0,0.5,-0.049751,0.0,1.0
100003132.0,0.5,-0.073647,0.0,1.0
100003133.0,0.5,-0.073647,0.0,1.0
100003134.0,0.5,-0.056536,0.0,1.0
100003135.0,0.5,-0.056536,0.0,1.0
100003136.0,0.5,-0.075555,0.0,1.0
100003137.0,0.5,-0.075555,0.0,1.0
100003138.0,0.5,-0.066536,0.0,1.0
100003139.0,0.5,-0.045483,0.0,1.0
100003140.0,0.5,-0.045483,0.0,1.0
100003141.0,0.5,-0.06971,0.0,1.0
100003142.0,0.5,-0.060073,0.0,1.0
100003143.0,0.5,-0.060073,0.0,1.0
100003144.0,0.5,-0.05,0.0,1.0
100003146.0,0.5,-0.066594,0.0,1.0
100003147.0,1.0,-0.056132,0.0,1.0
100003148.0,1.0,-0.04913,0.0,1.0
100003149.0,1.0,-0.043014,0.0,1.0
100003150.0,0.5,-0.057466,0.0,1.0
100003151.0,0.5,-0.052428,0.0,1.0
100003152.0,0.5,-0.043638,0.0,1.0
100003154.0,0.5,-0.036212,0.0,1.0
100003156.0,0.5,-0.022709,0.0,1.0
100003157.0,0.5,-0.02219,0.0,1.0
100003158.0,0.5,-0.016303,0.0,1.0
100003160.0,0.5,-0.014194,0.0,1.0
100003161.0,0.5,-0.012343,0.0,1.0
100003162.0,0.5,-0.01043,0.0,1.0
100003163.0,0.5,-0.01043,0.0,1.0
100003164.0,0.5,-0.01043,0.0,1.0
100003165.0,0.5,-0.005879,0.0,1.0
100003166.0,0.5,-0.005879,0.0,1.0
100003167.0,1.0,-0.00401,0.0,1.0
100003168.0,1.0,-0.00401,0.0,1.0
100003169.0,0.5,-0.002894,0.0,1.0
100003170.0,0.5,-0.002894,0.0,1.0
100003171.0,0.5,-0.002431,0.0,1.0
100003172.0,0.5,-0.001991,0.0,1.0
100003173.0,0.5,-0.001574,0.0,1.0
100003174.0,0.5,-0.001263,0.0,1.0
100003175.0,0.5,-0.000919,0.0,1.0
100003176.0,0.5,-0.000693,0.0,1.0
100003177.0,0.5,-0.000693,0.0,1.0
100003178.0,0.5,-0.000441,0.0,1.0
100003179.0,0.5,-0.000441,0.0,1.0
100003180.0,0.5,-0.000398,0.0,1.0
100003182.0,0.5,-0.000217,0.0,1.0
100003183.0,1.0,-0.000312,0.0,1.0
100003184.0,1.0,-0.000185,0.0,1.0
100003185.0,0.5,-0.000179,0.0,1.0
100003187.0,0.5,-0.00011,0.0,1.0
100003189.0,0.5,-6e-05,0.0,1.0
100003190.0,0.5,-6e-05,0.0,1.0
100003191.0,0.5,-1.2e-05,0.0,1.0
100003192.0,0.5,6e-06,0.0,1.0
100003193.0,0.5,-0.000127,0.0,1.0
100003194.0,0.5,-0.000127,0.0,1.0
100003195.0,0.5,-0.000103,0.0,1.0
100003196.0,0.5,-0.000103,0.0,1.0
100003197.0,0.5,-0.000103,0.0,1.0
100003198.0,0.5,-7.2e-05,0.0,1.0
100003199.0,0.5,-7.2e-05,0.0,1.0
100003200.0,1.0,-1.8e-05,0.0,1.0
100003201.0,0.5,-6.5e-05,0.0,1.0
100003202.0,0.5,-4.2e-05,0.0,1.0
100003203.0,0.5,-3e-05,0.0,1.0
100003204.0,0.5,-5e-06,0.0,1.0
100003205.0,0.5,5.8e-05,0.0,1.0
100003206.0,0.0,0.0,0.0,1.0
100003207.0,0.0,0.0,0.0,1.0
100003208.0,0.0,0.0,0.0,-1.0
100003209.0,0.0,0.0,0.0,-1.0
100003210.0,0.0,0.0,0.0,-1.0
100003211.0,0.0,0.0,0.0,-1.0
100003212.0,0.0,0.0,0.0,-1.0
100003213.0,0.0,0.0,0.0,-1.0
100003214.0,0.0,0.0,0.0,-1.0
100003215.0,0.0,0.0,0.0,-1.0
100003216.0,0.0,0.0,0.0,-1.0
100003217.0,0.0,0.0,0.0,-1.0
100003218.0,0.0,0.0,0.0,-1.0
100003220.0,0.0,0.0,0.0,-1.0
100003221.0,0.0,0.0,0.0,-1.0
100003222.0,0.0,0.0,0.0,-1.0
100003223.0,0.0,0.0,0.0,-1.0
100003225.0,0.0,0.0,0.0,-1.0
100003226.0,0.0,0.0,0.0,-1.0
100003227.0,0.0,0.0,0.0,-1.0
100003228.0,0.0,0.0,0.0,-1.0
100010577.0,1.0,-9.9e-05,0.0,1.0
100010578.0,1.0,-0.000104,0.0,1.0
100010579.0,1.0,-9.3e-05,0.0,0.0
100010580.0,1.0,-0.024081,0.0,0.0
100010581.0,1.0,-0.023224,0.0,0.0
100010582.0,1.0,-0.020446,0.0,0.0
100010583.0,1.0,-0.017443,0.0,0.0
100010584.0,1.0,-0.015048,0.0,0.0
100010585.0,0.5,-0.067846,0.0,2.0
100010586.0,0.5,-0.063555,0.0,2.0
100010587.0,0.5,-0.052479,0.0,2.0
100010589.0,0.5,-0.044204,0.0,2.0
100010590.0,0.5,-0.103179,0.0,2.0
100010591.0,0.5,-0.094953,0.0,2.0
100010592.0,0.5,-0.078263,0.0,2.0
100010593.0,0.5,-0.078263,0.0,2.0
100010594.0,0.5,-0.112873,0.0,2.0
100010595.0,0.5,-0.091805,0.0,2.0
100010596.0,0.5,-0.114494,0.0,2.0
100010597.0,0.5,-0.097362,0.0,2.0
100010598.0,0.5,-0.080571,0.0,2.0
100010599.0,0.5,-0.080571,0.0,2.0
100010600.0,0.5,-0.018796,0.0,2.0
100010601.0,0.5,0.040811,0.0,2.0
100010602.0,0.5,0.040811,0.0,2.0
100010604.0,0.5,0.099158,0.0,0.0
100010605.0,0.5,0.096298,0.0,0.0
100010606.0,0.5,0.084964,0.0,0.0
100010607.0,0.5,0.084964,0.0,0.0
100010608.0,0.5,0.084964,0.0,0.0
100010609.0,0.5,0.084964,0.0,0.0
100010611.0,0.5,0.0,0.0,1.0
100010613.0,0.5,0.111195,0.0,1.0
100010614.0,0.5,0.09733,0.0,1.0
100010615.0,0.5,0.09733,0.0,1.0
100010616.0,0.5,0.075215,0.0,1.0
100010619.0,0.5,0.063655,0.0,1.0
100010620.0,1.0,0.026729,0.0,1.0
100010621.0,1.0,0.02371,0.0,1.0
100010622.0,1.0,0.021254,0.0,1.0
100010623.0,0.5,0.011314,0.0,1.0
100010624.0,0.5,0.011314,0.0,1.0
100010625.0,0.5,0.011314,0.0,1.0
100010626.0,0.5,0.008621,0.0,1.0
100010627.0,0.5,0.005848,0.0,1.0
100010628.0,0.5,0.003603,0.0,1.0
100010629.0,0.5,0.002642,0.0,1.0
100010631.0,0.5,0.002134,0.0,1.0
100010630.0,0.5,0.002134,0.0,1.0
100010632.0,0.5,0.000781,0.0,1.0
100010633.0,0.5,0.000558,0.0,1.0
100010634.0,0.5,0.000459,0.0,1.0
100010635.0,0.5,0.00018,0.0,1.0
100010636.0,0.5,4.4e-05,0.0,1.0
100010637.0,0.5,7e-06,0.0,1.0
100010638.0,0.5,-9.7e-05,0.0,1.0
100010639.0,0.5,-6e-05,0.0,1.0
100010640.0,0.5,-3.5e-05,0.0,1.0
100010641.0,0.5,2.2e-05,0.0,1.0
100010642.0,0.5,-0.000159,0.0,1.0
100010643.0,0.5,-0.000146,0.0,1.0
100010644.0,1.0,-8.1e-05,0.0,1.0
100010645.0,1.0,-3.4e-05,0.0,1.0
100010646.0,0.5,-6.1e-05,0.0,1.0
100010647.0,0.5,0.0,0.0,1.0
100010648.0,0.5,3.4e-05,0.0,1.0
100010649.0,0.5,3.2e-05,0.0,1.0
100010650.0,0.5,4.2e-05,0.0,1.0
100010651.0,0.5,2.9e-05,0.0,1.0
100010652.0,0.5,4.9e-05,0.0,1.0
100010653.0,0.5,4.4e-05,0.0,1.0
100010654.0,0.5,-0.000153,0.0,1.0
100010655.0,0.5,-0.00012,0.0,1.0
100010656.0,0.5,7.8e-05,0.0,1.0
100010657.0,0.5,0.000109,0.0,1.0
100010658.0,0.5,9.3e-05,0.0,1.0
100010659.0,1.0,6.8e-05,0.0,1.0
100010660.0,1.0,-7.8e-05,0.0,1.0
100010661.0,1.0,-1.2e-05,0.0,1.0
100010662.0,0.5,1.6e-05,0.0,1.0
100010663.0,0.5,2.1e-05,0.0,1.0
100010664.0,0.5,1e-05,0.0,1.0
100010665.0,0.5,1.5e-05,0.0,1.0
100010666.0,0.5,1.3e-05,0.0,1.0
100010667.0,0.5,1.3e-05,0.0,1.0
100010668.0,0.5,1.3e-05,0.0,1.0
100010669.0,0.5,2e-06,0.0,1.0
100010670.0,0.5,-3.6e-05,0.0,1.0
100010671.0,0.5,-2.6e-05,0.0,1.0
100010672.0,0.5,5.8e-05,0.0,1.0
100010673.0,0.5,7.7e-05,0.0,1.0
100010675.0,0.5,7.7e-05,0.0,1.0
100010676.0,0.5,-4.8e-05,0.0,1.0
100010677.0,0.5,-2.7e-05,0.0,1.0
100010678.0,0.5,-2.7e-05,0.0,1.0
100010679.0,0.5,1.4e-05,0.0,1.0
100010680.0,0.5,0.000144,0.0,1.0
100010681.0,1.0,0.000141,0.0,1.0
100010682.0,1.0,2e-06,0.0,1.0
100010683.0,0.5,1e-05,0.0,1.0
100010684.0,0.5,9e-06,0.0,1.0
100010685.0,0.5,-8e-06,0.0,1.0
100010688.0,0.5,7e-06,0.0,1.0
100010689.0,0.5,7e-06,0.0,1.0
100010690.0,0.5,5e-06,0.0,1.0
100010691.0,0.5,1.9e-05,0.0,1.0
100010692.0,0.5,1.6e-05,0.0,1.0
100010693.0,0.5,-7.4e-05,0.0,1.0
100010693.0,0.5,-7.4e-05,0.0,1.0
100010695.0,0.5,3e-06,0.0,1.0
100010696.0,0.5,-8.9e-05,0.0,1.0
100010697.0,0.5,-9.7e-05,0.0,1.0
100010698.0,0.5,7.7e-05,0.0,1.0
100010699.0,0.5,7e-05,0.0,1.0
100010700.0,0.5,7e-05,0.0,1.0
100010702.0,0.5,0.000112,0.0,1.0
100010703.0,1.0,0.0,0.0,1.0
100010704.0,1.0,0.0,0.0,1.0
100010705.0,1.0,8e-06,0.0,1.0
100010706.0,0.5,-1.2e-05,0.0,1.0
100010708.0,0.5,-8e-06,0.0,1.0
100010709.0,0.5,-1.4e-05,0.0,1.0
100010710.0,0.5,-1.4e-05,0.0,1.0
100010711.0,0.5,-2e-06,0.0,1.0
100010712.0,0.5,-2e-06,0.0,1.0
100010713.0,0.5,-2e-06,0.0,1.0
100010715.0,0.5,-2e-06,0.0,1.0
100010714.0,0.5,-2e-06,0.0,1.0
100010716.0,0.5,7.3e-05,0.0,1.0
100010717.0,0.5,8.5e-05,0.0,1.0
100010718.0,0.5,8.5e-05,0.0,1.0
100010719.0,0.5,7e-05,0.0,1.0
100010720.0,0.5,2.1e-05,0.0,1.0
100010721.0,0.5,-2.3e-05,0.0,1.0
100010722.0,0.5,-5.1e-05,0.0,1.0
100010723.0,0.5,-0.00014,0.0,1.0
100010724.0,0.5,-0.000161,0.0,1.0
100010725.0,0.5,-0.000161,0.0,1.0
100010726.0,1.0,-0.000123,0.0,1.0
100010727.0,1.0,-8.1e-05,0.0,1.0
100010728.0,0.5,-6e-05,0.0,1.0
100010729.0,0.5,-3.8e-05,0.0,1.0
100010730.0,0.5,-3.8e-05,0.0,1.0
100010731.0,0.5,-2.3e-05,0.0,1.0
100010733.0,0.5,-3.2e-05,0.0,1.0
100010734.0,0.5,-2.7e-05,0.0,1.0
100010735.0,0.5,-1.2e-05,0.0,1.0
100010738.0,0.5,-5e-06,0.0,1.0
100010736.0,0.5,-5e-06,0.0,1.0
100010740.0,0.5,-5e-06,0.0,1.0
100010740.0,0.5,-5e-06,0.0,1.0
100010741.0,0.5,3.3e-05,0.0,1.0
100010742.0,0.5,3.3e-05,0.0,1.0
100010743.0,0.5,-5e-05,0.0,1.0
100010744.0,0.5,-4.5e-05,0.0,1.0
100010745.0,0.5,3.2e-05,0.0,1.0
100010746.0,1.0,-5e-06,0.0,1.0
100010748.0,1.0,-5e-06,0.0,1.0
100010749.0,1.0,-5e-06,0.0,1.0
100010750.0,0.5,-9e-05,0.0,1.0
100010752.0,0.5,-7.3e-05,0.0,1.0
100010753.0,0.5,-3.8e-05,0.0,1.0
100010754.0,0.5,-2.9e-05,0.0,1.0
100010755.0,0.5,-2.9e-05,0.0,1.0
100010756.0,0.5,-3e-05,0.0,1.0
100010758.0,0.5,-1.5e-05,0.0,1.0
100010760.0,0.5,2.8e-05,0.0,1.0
100010763.0,0.5,-4.9e-05,0.0,1.0
100010764.0,0.5,-4.3e-05,0.0,1.0
100010766.0,0.5,1.6e-05,0.0,1.0
100010767.0,0.5,-7.8e-05,0.0,1.0
100010770.0,0.5,-7.8e-05,0.0,1.0
100010771.0,1.0,8.3e-05,0.0,1.0
100010772.0,1.0,2.9e-05,0.0,1.0
100010773.0,0.5,-5.3e-05,0.0,1.0
100010775.0,0.5,-4.6e-05,0.0,1.0
100010777.0,0.5,-2.9e-05,0.0,1.0
100010776.0,0.5,-2.9e-05,0.0,1.0
100010778.0,0.5,-2.3e-05,0.0,1.0
100010779.0,0.5,-3e-05,0.0,1.0
100010781.0,0.5,-3e-05,0.0,1.0
100010782.0,0.5,-5e-06,0.0,1.0
100010783.0,0.5,-1.5e-05,0.0,1.0
100010784.0,0.5,-1.8e-05,0.0,1.0
100010785.0,0.5,-1.8e-05,0.0,1.0
100010787.0,0.5,-5.2e-05,0.0,1.0
100010787.0,0.5,-5.2e-05,0.0,1.0
100010788.0,0.5,0.000104,0.0,1.0
100010789.0,0.5,9e-05,0.0,1.0
100010790.0,0.5,6.5e-05,0.0,1.0
100010791.0,0.5,8.8e-05,0.0,1.0
100010794.0,0.5,-2e-05,0.0,1.0
100010795.0,0.5,-2e-05,0.0,1.0
100010796.0,1.0,-7.6e-05,0.0,1.0
100010796.0,1.0,-7.6e-05,0.0,1.0
100010799.0,1.0,-3.8e-05,0.0,1.0
100010801.0,0.5,-1.7e-05,0.0,1.0
100010803.0,0.5,-1.7e-05,0.0,1.0
100010805.0,0.5,-6e-06,0.0,1.0
100010805.0,0.5,-6e-06,0.0,1.0
100010808.0,0.5,-8e-06,0.0,1.0
100010809.0,0.5,-2e-06,0.0,1.0
100010810.0,0.5,-1.2e-05,0.0,1.0
100010811.0,0.5,2.4e-05,0.0,1.0
100010813.0,0.5,3.5e-05,0.0,1.0
100010814.0,0.5,-0.000124,0.0,1.0
100010815.0,0.5,-0.000124,0.0,1.0
100010816.0,0.5,-7.9e-05,0.0,1.0
100010818.0,0.5,5.1e-05,0.0,1.0
100010819.0,0.5,6e-06,0.0,1.0
100010820.0,0.5,0.00012,0.0,1.0
100010821.0,1.0,-9e-05,0.0,1.0
100010824.0,1.0,-9e-05,0.0,1.0
100010825.0,0.5,-5e-05,0.0,1.0
100010826.0,0.5,-4.7e-05,0.0,1.0
100010827.0,0.5,-4.9e-05,0.0,1.0
100010829.0,0.5,-2.5e-05,0.0,1.0
100010832.0,0.5,-2.4e-05,0.0,1.0
100010833.0,0.5,-1e-05,0.0,1.0
100010834.0,0.5,-1.6e-05,0.0,1.0
100010835.0,0.5,4.1e-05,0.0,1.0
100010839.0,0.5,-3.6e-05,0.0,1.0
100010841.0,0.5,0.000126,0.0,1.0
100010843.0,0.5,-7.9e-05,0.0,1.0
100010847.0,0.0,2.9e-05,1.0,1.0
100010849.0,0.0,-0.000184,1.0,1.0
100010850.0,0.0,-0.000184,1.0,1.0
100010851.0,0.0,3e-06,1.0,1.0
100010853.0,0.0,2.5e-05,1.0,1.0
100010856.0,0.0,2.8e-05,1.0,1.0
100010857.0,0.0,2.8e-05,1.0,1.0
100010858.0,0.0,0.00026,1.0,1.0
100010859.0,0.0,0.00026,1.0,1.0
100010860.0,0.0,0.000259,1.0,1.0
100010863.0,0.0,0.000259,1.0,1.0
100010864.0,0.0,0.000244,1.0,1.0
100010866.0,0.0,0.000244,1.0,1.0
100010867.0,0.0,0.000244,1.0,1.0
100010869.0,0.0,0.000243,1.0,1.0
100010871.0,0.0,0.000243,1.0,1.0
100010872.0,0.0,0.000244,1.0,1.0
100010873.0,0.0,0.000243,1.0,1.0
100010874.0,0.0,0.000243,1.0,1.0
100010876.0,0.0,0.000244,1.0,1.0
100010875.0,0.0,0.000244,1.0,1.0
100010880.0,0.0,0.0,0.0,1.0
100010880.0,0.0,0.0,0.0,1.0
100010882.0,0.0,0.0,0.0,1.0
100010886.0,0.0,0.0,0.0,1.0
100010887.0,0.0,0.0,0.0,1.0
100010889.0,0.0,0.0,0.0,1.0
100010893.0,0.0,0.0,0.0,1.0
100010892.0,0.0,0.0,0.0,1.0
100010953.0,1.0,0.0,0.0,-1.0
100010955.0,1.0,0.0,0.0,-1.0
100010956.0,1.0,0.0,0.0,-1.0
100010957.0,1.0,0.0,0.0,-1.0
100010958.0,1.0,0.0,0.0,-1.0
100010959.0,1.0,0.0,0.0,-1.0
100010962.0,1.0,0.0,0.0,-1.0
100010964.0,1.0,0.0,0.0,-1.0
100010965.0,1.0,0.0,0.0,-1.0
100010966.0,0.0,0.0,0.0,-1.0
100010967.0,0.0,0.0,0.0,-1.0
100010968.0,0.0,0.0,0.0,-1.0
100010969.0,0.0,0.0,0.0,-1.0
100010970.0,0.0,0.0,0.0,-1.0
100010971.0,0.0,0.0,0.0,-1.0
100010973.0,0.0,0.0,0.0,-1.0
100010974.0,0.0,0.0,0.0,-1.0
100010975.0,0.0,0.0,0.0,-1.0
100010977.0,0.0,0.0,0.0,-1.0
100010978.0,0.0,0.0,0.0,1.0
100010980.0,1.0,0.0,0.0,1.0
100010981.0,1.0,0.0,0.0,1.0
100010982.0,1.0,0.0,0.0,1.0
100010983.0,1.0,0.0,0.0,1.0
100010985.0,1.0,0.0,0.0,1.0
100010986.0,1.0,0.0,0.0,1.0
100010987.0,1.0,0.0,0.0,1.0
100010988.0,1.0,0.0,0.0,1.0
100010990.0,1.0,0.0,0.0,1.0
100010991.0,1.0,0.0,0.0,1.0
100010992.0,1.0,0.0,0.0,1.0
100010993.0,1.0,0.0,0.0,1.0
100010995.0,1.0,0.0,0.0,1.0
100010996.0,1.0,0.0,0.0,1.0
100010997.0,1.0,0.0,0.0,1.0
100010999.0,1.0,0.0,0.0,1.0
100011000.0,1.0,0.0,0.0,1.0
100011001.0,1.0,0.0,0.0,0.0
100011003.0,1.0,0.0,0.0,0.0
100011004.0,1.0,0.0,0.0,0.0
100011005.0,1.0,0.0,0.0,0.0
100011007.0,1.0,0.0,0.0,2.0
100011008.0,1.0,0.0,0.0,2.0
100011009.0,1.0,0.0,0.0,2.0
100011011.0,1.0,0.0,0.0,2.0
100011012.0,1.0,0.0,0.0,2.0
100011013.0,1.0,0.0,0.0,2.0
100011014.0,1.0,0.0,0.0,2.0
100011016.0,1.0,0.0,0.0,2.0
100011017.0,1.0,0.0,0.0,2.0
100011018.0,1.0,0.0,0.0,2.0
100011020.0,1.0,0.0,0.0,2.0
100011021.0,1.0,0.0,0.0,2.0
100011023.0,1.0,0.0,0.0,2.0
100011024.0,1.0,0.0,0.0,2.0
100011025.0,1.0,0.0,0.0,2.0
100011026.0,1.0,0.0,0.0,2.0
100011027.0,0.0,0.0,0.0,0.0
100011028.0,0.0,0.0,0.0,0.0
100011030.0,0.0,0.0,0.0,0.0
100011032.0,0.0,-0.2,0.0,3.0
100011034.0,0.0,0.0,0.0,3.0
100011037.0,0.0,0.0,0.0,3.0
100011038.0,0.0,0.0,0.0,3.0
100011039.0,0.0,0.0,0.0,3.0
100011040.0,0.0,0.0,0.0,3.0
100011043.0,0.0,0.0,0.0,3.0
100011045.0,0.0,0.0,0.0,3.0
100011046.0,0.0,0.0,0.0,3.0
100011047.0,0.0,0.0,0.0,3.0
100011048.0,0.0,0.0,0.0,3.0
100011049.0,0.0,0.0,0.0,3.0
100011051.0,0.0,0.0,0.0,0.0
100011054.0,0.0,0.1,0.0,0.0
100011055.0,0.0,0.0,0.0,0.0
100011056.0,0.0,0.0,0.0,0.0
100011057.0,0.0,0.0,0.0,2.0
100011059.0,0.0,0.0,0.0,2.0
100011062.0,0.5,0.0,0.0,2.0
100011063.0,0.5,0.0,0.0,2.0
100011064.0,0.5,0.0,0.0,2.0
100011065.0,0.5,0.0,0.0,2.0
100011067.0,0.5,0.0,0.0,2.0
100011068.0,0.5,0.0,0.0,2.0
100011070.0,0.5,0.0,0.0,2.0
100011072.0,0.5,0.0,0.0,2.0
100011074.0,0.5,0.0,0.0,2.0
100011075.0,0.5,0.0,0.0,2.0
100011076.0,0.5,0.0,0.0,2.0
100011077.0,0.5,0.0,0.0,2.0
100011078.0,0.5,0.0,0.0,2.0
100011079.0,0.5,0.0,0.0,0.0
100011080.0,0.5,0.0,0.0,0.0
100011081.0,0.5,0.0,0.0,0.0
100011082.0,0.5,0.0,0.0,0.0
100011083.0,0.5,0.0,0.0,0.0
100011085.0,0.5,0.0,0.0,0.0
100011086.0,0.5,0.0,0.0,0.0
100011087.0,0.5,0.0,0.0,1.0
100011089.0,0.5,0.0,0.0,1.0
100011089.0,0.5,0.0,0.0,1.0
100011091.0,0.5,0.0,0.0,1.0
100011091.0,0.5,0.0,0.0,1.0
100011092.0,0.5,0.0,0.0,1.0
100011094.0,0.5,0.0,0.0,1.0
100011095.0,0.5,0.0,0.0,1.0
100011097.0,0.5,0.0,0.0,1.0
100011097.0,0.5,0.0,0.0,1.0
100011098.0,0.5,0.0,0.0,1.0
100011099.0,1.0,0.0,0.0,1.0
100011101.0,1.0,0.0,0.0,1.0
100011102.0,0.5,0.0,0.0,1.0
100011103.0,0.5,0.0,0.0,1.0
100011104.0,0.5,0.0,0.0,1.0
100011105.0,0.5,0.0,0.0,1.0
100011106.0,0.5,0.0,0.0,1.0
100011108.0,0.5,0.0,0.0,1.0
